Timestamp,ServoFuel,ServoOxidizer,PressureFuel,PressureOxidizer,PressureChamber,TemperatureFuel
-10,0,0.0,10.60152,13.10556,-3.83736,36.36
-10,0,0.0,10.292580000000001,12.29256,-3.7398000000000002,35.82
-10,0,0.0,10.43892,12.40638,-3.72354,36.36
-9.7,0,0.0,10.14624,12.12996,-3.9024,35.82
-9.5,0,0.0,10.048680000000001,12.3576,-3.85362,36.54
-9.3,0,0.0,9.98364,12.4389,-3.56094,37.26
-9.3,0,0.0,10.14624,12.34134,-3.77232,36.0
-9.3,0,0.0,9.93486,12.22752,-3.83736,37.26
-8.9,0,0.0,10.27632,12.37386,-3.9024,37.44
-8.9,0,0.0,10.03242,12.30882,-3.62598,38.519999999999996
-8.8,0,0.0,10.3251,12.39012,-3.7398000000000002,38.339999999999996
-8.8,0,0.0,10.30884,12.45516,-3.9024,37.44
-8.6,0,0.0,10.03242,12.50394,-3.9024,38.879999999999995
-8.5,0,0.0,10.12998,12.30882,-3.9024,37.62
-8.5,0,0.0,10.21128,12.3576,-3.88614,38.16
-8.4,0,0.0,10.26006,12.34134,-3.9024,36.36
-8.4,0,0.0,9.77226,12.1137,-3.72354,39.059999999999995
-8.3,0,0.0,9.72348,12.22752,-3.60972,37.44
-8.1,0,0.0,9.57714,12.50394,-3.70728,36.18
-8.0,0,0.0,10.0812,12.12996,-3.9024,37.44
-7.9,0,0.0,10.12998,12.34134,-3.9024,36.9
-7.9,0,0.0,9.86982,12.2763,-3.9024,36.72
-7.7,0,0.0,9.73974,12.34134,-3.9024,37.44
-7.5,0,0.0,9.93486,12.16248,-3.72354,36.72
-7.4,0,0.0,10.43892,12.40638,-3.8211,36.72
-7.3,0,0.0,10.1625,12.32508,-3.9024,38.16
-7.2,0,0.0,10.03242,12.63402,-3.9024,37.44
-7.0,0,0.0,10.34136,12.47142,-3.9024,37.44
-7.0,0,0.0,10.3251,12.55272,-3.9024,38.339999999999996
-6.8,0,0.0,10.26006,12.39012,-3.9024,36.9
-6.6,0,0.0,10.0812,12.30882,-3.9024,36.36
-6.5,0,0.0,9.96738,12.50394,-3.9024,35.82
-6.5,0,0.0,9.82104,12.37386,-3.9024,36.72
-6.4,0,0.0,10.048680000000001,12.50394,-3.9024,37.26
-6.3,0,0.0,10.292580000000001,12.40638,-3.78858,37.8
-6.2,0,0.0,10.0812,12.1137,-3.77232,37.08
-6.2,0,0.0,10.27632,11.999880000000001,-3.9024,37.98
-6.1,0,0.0,10.2438,12.2763,-3.9024,36.9
-6.0,0,0.0,10.37388,12.3576,-3.9024,37.8
-5.7,0,0.0,10.2438,12.42264,-3.9024,36.36
-5.7,0,0.0,9.88608,12.12996,-3.85362,36.36
-5.6,0,0.0,10.292580000000001,12.40638,-3.9024,36.36
-5.4,0,0.0,10.22754,12.4389,-3.9024,38.519999999999996
-5.4,0,0.0,9.96738,12.34134,-3.75606,37.62
-5.2,0,0.0,10.11372,12.4389,-3.75606,37.62
-5.2,0,0.0,10.01616,12.47142,-3.72354,37.26
-5.2,0,0.0,10.01616,12.487680000000001,-3.8211,36.9
-5.1,0,0.0,10.0812,12.42264,-3.67476,38.16
-4.9,0,0.0,9.9999,12.487680000000001,-3.8211,37.8
-4.7,0,0.0,10.01616,12.42264,-3.80484,36.72
-4.7,0,0.0,10.09746,12.30882,-3.9024,38.519999999999996
-4.7,0,0.0,9.54462,12.195,-3.77232,38.16
-4.6,0,0.0,9.98364,12.08118,-3.77232,35.82
-4.4,0,0.0,10.30884,12.01614,-3.9024,38.519999999999996
-4.3,0,0.0,10.048680000000001,12.21126,-3.80484,37.26
-4.3,0,0.0,9.9999,12.40638,-3.9024,36.72
-4.0,0,0.0,10.4064,12.45516,-3.86988,37.44
-3.9,0,0.0,10.27632,12.39012,-3.7398000000000002,37.08
-3.8,0,0.0,10.09746,12.50394,-3.9024,37.62
-3.6,0,0.0,10.22754,12.17874,-3.86988,37.8
-3.6,0,0.0,10.12998,12.3576,-3.9024,38.339999999999996
-3.5,0,0.0,10.03242,12.30882,-3.9024,37.26
-3.5,0,0.0,10.27632,12.29256,-3.9024,37.62
-3.5,0,0.0,10.2438,12.29256,-3.64224,37.44
-3.3,0,0.0,9.9186,12.243780000000001,-3.9024,37.98
-3.3,0,0.0,10.0812,12.55272,-3.78858,36.0
-3.1,0,0.0,10.37388,12.40638,-3.80484,36.54
-3.1,0,0.0,10.22754,12.5202,-3.9024,36.0
-2.8,0,0.0,10.37388,12.3576,-3.9024,36.0
-2.7,0,0.0,9.78852,12.16248,-3.67476,36.9
-2.6,0,0.0,9.9999,12.40638,-3.9024,38.339999999999996
-2.6,0,0.0,9.8373,12.21126,-3.9024,35.82
-2.3,0,0.0,10.27632,12.09744,-3.9024,36.9
-2.3,0,0.0,10.19502,12.55272,-3.9024,38.339999999999996
-2.1,0,0.0,10.30884,12.47142,-3.80484,35.82
-1.9,0,0.0,10.30884,12.2763,-3.8211,36.36
-1.9,0,0.0,10.22754,12.61776,-3.67476,36.72
-1.9,0,0.0,10.11372,12.42264,-3.88614,34.92
-1.8,0,0.0,10.2438,12.487680000000001,-3.70728,37.8
-1.8,0,0.0,10.21128,12.3576,-3.88614,38.519999999999996
-1.5,0,0.0,10.292580000000001,12.3576,-3.9024,36.36
-1.5,0,0.0,10.06494,12.58524,-3.80484,35.82
-1.3,0,0.0,9.96738,12.0324,-3.9024,36.0
-1.2,0,0.0,10.1625,12.17874,-3.9024,36.9
-1.1,0,0.0,10.35762,12.12996,-3.86988,35.82
-1.1,0,0.0,10.22754,12.29256,-3.9024,36.18
-0.8,0,0.0,10.26006,12.26004,-3.9024,37.44
-0.6,0,0.0,9.98364,12.243780000000001,-3.9024,35.28
-0.6,0,0.0,10.03242,12.12996,-3.75606,35.1
-0.5,0,0.0,10.09746,12.50394,-3.85362,36.72
-0.4,0,0.0,10.11372,12.47142,-3.9024,36.9
-0.1,0,0.0,10.21128,12.39012,-3.8211,37.44
0.1,0,0.0,9.98364,12.22752,-3.75606,36.18
0.1,0,0.0,10.26006,11.83728,-3.9024,36.9
0.1,0,0.0,10.21128,12.37386,-3.78858,36.18
0.1,0,0.0,10.45518,12.55272,-3.85362,36.72
0.2,0,0.0,9.4308,12.40638,-3.78858,37.08
0.2,0,0.0,10.26006,12.01614,-3.83736,38.339999999999996
0.4,10.0,0.0,10.03242,12.4389,-3.5772,36.9
0.5,15.0,13.333333333333332,10.06494,12.195,-3.7398000000000002,36.0
0.5,15.0,13.333333333333332,10.11372,12.53646,-3.77232,37.26
0.5,15.0,13.333333333333332,10.37388,12.5202,-3.7398000000000002,36.72
0.6,20.0,17.777777777777775,10.12998,12.30882,-3.9024,38.339999999999996
0.7,24.999999999999996,22.222222222222218,9.78852,12.42264,-3.69102,36.72
0.9,35.0,26.66666666666667,10.22754,12.3576,-3.85362,36.54
1.2,50.0,40.00000000000001,10.12998,12.09744,-3.86988,36.72
1.2,50.0,40.00000000000001,10.30884,12.6828,-3.80484,35.46
1.3,55.00000000000001,40.00000000000001,10.26006,11.7072,-3.6585,35.64
1.5,65.0,40.00000000000001,10.03242,12.14622,-3.70728,35.82
1.5,65.0,57.77777777777778,10.09746,12.04866,-3.9024,33.839999999999996
1.7,75.0,62.22222222222223,10.14624,12.50394,-3.86988,37.26
1.7,75.0,62.22222222222223,10.21128,12.47142,-3.9024,35.46
1.8,80.0,71.11111111111111,9.88608,12.09744,-3.69102,38.519999999999996
2.0,90,80,9.560880000000001,11.90232,-3.62598,38.339999999999996
2.2,90,80,9.560880000000001,12.04866,-3.80484,36.9
2.3,90,80,9.86982,12.37386,-3.72354,36.54
2.4,90,80,10.11372,12.2763,-3.9024,35.46
2.5,90,80,10.06494,12.37386,-3.83736,37.08
2.6,90,80,10.0812,12.195,-3.9024,36.9
2.8,90,80,9.9186,12.37386,-3.7398000000000002,37.62
2.8,90,80,10.26006,12.55272,-3.7398000000000002,36.54
2.8,90,80,9.73974,12.487680000000001,-3.75606,38.339999999999996
2.9,90,80,10.09746,12.53646,-3.9024,36.9
2.9,90,80,10.048680000000001,12.65028,-3.85362,38.699999999999996
3.2,90,80,10.3251,12.55272,-3.9024,37.8
3.2,90,80,10.34136,12.4389,-3.9024,36.18
3.2,90,80,10.03242,12.42264,-3.7398000000000002,38.339999999999996
3.2,90,80,10.12998,12.69906,-3.9024,34.199999999999996
3.4,90,80,10.292580000000001,12.69906,-3.75606,38.16
3.4,90,80,10.19502,12.5202,-3.8211,36.9
3.7,90,80,10.37388,12.22752,-3.70728,35.82
3.8,90,80,10.30884,12.56898,-3.9024,37.62
3.8,90,80,10.292580000000001,12.487680000000001,-3.9024,37.08
3.9,90,80,10.19502,12.58524,-3.8211,35.82
4.0,90,80,10.39014,12.66654,-3.6585,36.0
4.0,90,80,10.14624,12.55272,-3.9024,35.1
4.1,90,80,10.34136,12.39012,-3.9024,35.1
4.1,90,80,10.26006,12.30882,-3.9024,37.62
4.1,90,80,10.14624,12.53646,-3.78858,37.62
4.2,90,80,10.22754,12.47142,-3.78858,35.82
4.2,90,80,10.292580000000001,12.63402,-3.9024,35.64
4.4,90,80,10.17876,12.53646,-3.88614,36.9
4.4,90,80,10.3251,12.61776,-3.86988,35.1
4.6,90,80,10.19502,12.61776,-3.9024,35.82
4.7,90,80,10.34136,12.55272,-3.9024,37.44
5.0,90,80,10.45518,12.6828,-3.8211,37.62
5.2,0,0.0,10.37388,12.16248,-3.83736,36.36
5.3,0,0.0,10.35762,12.45516,-3.9024,37.98
5.3,0,0.0,10.292580000000001,12.61776,-3.6585,36.18
5.4,0,0.0,10.11372,12.58524,-3.72354,35.28
5.6,0,0.0,10.4064,12.66654,-3.9024,36.0
5.6,0,0.0,10.37388,12.47142,-3.9024,36.9
5.6,0,0.0,9.96738,12.39012,-3.9024,37.44
5.9,0,0.0,10.0812,12.12996,-3.72354,36.72
5.9,0,0.0,10.01616,12.0324,-3.7398000000000002,37.44
5.9,0,0.0,10.09746,12.21126,-3.9024,36.18
5.9,0,0.0,10.01616,12.45516,-3.9024,37.26
6.2,0,0.0,9.95112,11.999880000000001,-3.77232,35.82
6.2,0,0.0,9.9186,12.4389,-3.7398000000000002,36.54
6.3,0,0.0,9.36576,12.29256,-3.9024,38.16
6.3,0,0.0,10.19502,12.53646,-3.9024,35.28
6.5,0,0.0,10.2438,12.53646,-3.7398000000000002,37.8
6.7,0,0.0,10.39014,12.39012,-3.80484,36.0
6.7,0,0.0,9.60966,11.755980000000001,-3.9024,37.62
6.8,0,0.0,10.22754,12.4389,-3.9024,34.379999999999995
6.9,0,0.0,9.9999,12.2763,-3.86988,35.46
7.1,0,0.0,9.60966,12.06492,-3.80484,37.44
7.1,0,0.0,10.21128,12.4389,-3.83736,36.72
7.1,0,0.0,10.14624,12.61776,-3.70728,37.44
7.2,0,0.0,10.292580000000001,12.53646,-3.5772,35.28
7.4,0,0.0,10.11372,12.34134,-3.69102,37.08
7.4,0,0.0,9.64218,12.17874,-3.56094,36.9
7.6,0,0.0,9.78852,12.6828,-3.9024,36.54
7.7,0,0.0,9.57714,12.55272,-3.86988,35.1
7.7,0,0.0,10.09746,11.88606,-3.9024,36.9
7.8,0,0.0,10.11372,12.56898,-3.75606,39.24
7.8,0,0.0,10.12998,12.30882,-3.9024,37.8
8.0,0,0.0,10.292580000000001,12.5202,-3.7398000000000002,36.72
8.0,0,0.0,10.34136,12.34134,-3.9024,36.18
8.1,0,0.0,10.09746,12.5202,-3.60972,36.72
8.1,0,0.0,10.048680000000001,12.2763,-3.9024,38.699999999999996
8.3,0,0.0,10.17876,11.93484,-3.86988,38.519999999999996
8.5,0,0.0,9.54462,12.3576,-3.9024,38.879999999999995
8.6,0,0.0,9.804780000000001,12.56898,-3.88614,35.46
8.7,0,0.0,10.26006,12.5202,-3.8211,36.54
8.7,0,0.0,10.14624,12.2763,-3.77232,37.26
8.9,0,0.0,10.12998,12.4389,-3.80484,37.26
8.9,0,0.0,10.11372,12.16248,-3.86988,37.08
9.3,0,0.0,10.12998,11.755980000000001,-3.67476,37.44
9.5,0,0.0,9.8373,12.09744,-3.9024,37.62
9.5,0,0.0,10.06494,11.98362,-3.77232,36.18
9.5,0,0.0,10.048680000000001,12.42264,-3.9024,37.8
9.5,0,0.0,9.98364,12.47142,-3.64224,36.18
9.5,0,0.0,10.048680000000001,11.96736,-3.64224,36.36
9.9,0,0.0,10.30884,12.29256,-3.9024,37.44
9.9,0,0.0,10.30884,12.37386,-3.54468,36.9
9.9,0,0.0,10.42266,12.39012,-3.88614,38.699999999999996
10.0,0,0.0,10.19502,12.40638,-3.86988,37.26
10.2,0,0.0,10.30884,12.58524,-3.9024,36.72
10.3,0,0.0,10.34136,12.37386,-3.9024,36.0
10.4,0,0.0,9.73974,12.50394,-3.75606,37.44
10.5,0,0.0,10.09746,11.7885,-3.9024,37.26
10.5,0,0.0,10.11372,12.50394,-3.60972,38.699999999999996
10.6,0,0.0,10.03242,12.55272,-3.7398000000000002,35.82
10.7,0,0.0,9.9186,12.47142,-3.9024,36.9
10.8,0,0.0,10.22754,12.71532,-3.8211,36.36
10.8,0,0.0,9.88608,12.3576,-3.85362,37.62
10.9,0,0.0,10.27632,12.58524,-3.85362,37.44
11.1,0,0.0,10.11372,12.53646,-3.80484,38.16
11.2,0,0.0,10.292580000000001,11.999880000000001,-3.78858,37.44
11.2,0,0.0,9.78852,12.32508,-3.72354,37.44
11.3,0,0.0,10.0812,12.50394,-3.9024,37.62
11.4,0,0.0,10.09746,12.56898,-3.9024,38.16
11.5,0,0.0,10.17876,12.08118,-3.83736,36.36
11.6,0,0.0,10.35762,12.50394,-3.83736,37.26
11.8,0,0.0,9.95112,12.487680000000001,-3.77232,37.62
12.0,0,0.0,9.9999,12.243780000000001,-3.80484,38.879999999999995
12.0,0,0.0,10.37388,12.63402,-3.9024,39.059999999999995
12.4,0,0.0,10.34136,12.06492,-3.77232,36.54
12.4,0,0.0,9.73974,12.45516,-3.6585,39.059999999999995
12.6,0,0.0,10.1625,12.4389,-3.64224,38.879999999999995
12.6,0,0.0,10.06494,12.50394,-3.9024,39.059999999999995
12.6,0,0.0,10.01616,12.50394,-3.70728,37.8
12.8,0,0.0,10.2438,12.55272,-3.64224,37.26
12.9,0,0.0,10.14624,12.6015,-3.9024,36.36
13.2,0,0.0,9.8373,12.65028,-3.9024,37.98
13.2,0,0.0,10.22754,11.999880000000001,-3.9024,38.16
13.4,0,0.0,9.69096,12.45516,-3.9024,36.9
13.4,0,0.0,10.22754,12.32508,-3.60972,38.699999999999996
13.6,0,0.0,10.27632,12.63402,-3.9024,37.8
13.6,0,0.0,10.39014,12.63402,-3.9024,39.059999999999995
13.7,0,0.0,10.26006,12.40638,-3.72354,38.16
13.7,0,0.0,10.12998,12.58524,-3.8211,37.08
13.7,0,0.0,10.292580000000001,12.04866,-3.9024,37.62
13.8,0,0.0,10.11372,11.98362,-3.9024,38.879999999999995
13.8,0,0.0,10.22754,12.5202,-3.69102,37.08
13.9,0,0.0,10.27632,12.21126,-3.80484,39.42
14.1,0,0.0,10.3251,12.47142,-3.6585,38.699999999999996
14.1,0,0.0,9.46332,12.29256,-3.6585,38.879999999999995
14.1,0,0.0,10.21128,12.55272,-3.9024,37.8
14.2,0,0.0,10.22754,12.26004,-3.9024,37.44
14.4,0,0.0,10.27632,12.55272,-3.86988,38.339999999999996
14.5,0,0.0,10.12998,12.487680000000001,-3.85362,38.519999999999996
14.6,0,0.0,10.292580000000001,12.4389,-3.88614,37.44
14.6,0,0.0,10.30884,12.58524,-3.9024,36.36
14.8,0,0.0,10.35762,12.5202,-3.80484,37.08
14.8,0,0.0,10.12998,12.32508,-3.83736,39.6
15.0,0,0.0,10.1625,12.55272,-3.69102,37.98
15.1,0,0.0,10.22754,12.53646,-3.9024,36.72
15.3,0,0.0,10.27632,12.32508,-3.86988,38.16
15.3,0,0.0,10.14624,12.14622,-3.80484,40.32
15.4,0,0.0,10.292580000000001,12.58524,-3.86988,37.44
15.4,0,0.0,9.8373,12.45516,-3.77232,38.339999999999996
15.8,0,0.0,10.19502,12.6015,-3.9024,37.98
15.8,0,0.0,10.21128,12.37386,-3.7398000000000002,37.44
15.8,0,0.0,10.0812,12.0324,-3.86988,37.8
16.2,0,0.0,10.43892,12.6015,-3.64224,36.36
16.2,0,0.0,10.27632,12.45516,-3.9024,36.0
16.2,0,0.0,10.22754,12.4389,-3.9024,36.36
16.4,0,0.0,10.17876,12.37386,-3.9024,36.72
16.4,0,0.0,9.93486,12.34134,-3.86988,37.44
16.5,0,0.0,10.27632,12.58524,-3.77232,37.08
16.5,0,0.0,10.34136,12.6015,-3.9024,38.16
16.6,0,0.0,10.27632,12.21126,-3.80484,38.879999999999995
16.7,0,0.0,10.11372,12.66654,-3.77232,37.98
16.7,0,0.0,10.34136,12.04866,-3.70728,39.24
16.8,0,0.0,9.78852,12.40638,-3.69102,37.44
16.8,0,0.0,9.5121,12.3576,-3.86988,36.72
17.0,0,0.0,10.22754,11.82102,-3.86988,36.72
17.1,0,0.0,10.17876,12.4389,-3.9024,38.16
17.1,0,0.0,10.292580000000001,12.5202,-3.9024,36.9
17.3,0,0.0,10.39014,12.12996,-3.9024,39.42
17.5,0,0.0,10.45518,12.58524,-3.9024,38.699999999999996
17.6,0,0.0,10.048680000000001,12.09744,-3.8211,38.699999999999996
17.7,0,0.0,10.11372,12.0324,-3.9024,39.42
17.8,0,0.0,9.95112,12.55272,-3.9024,38.16
17.8,0,0.0,10.1625,12.3576,-3.88614,38.879999999999995
17.8,0,0.0,10.39014,12.89418,-3.9024,39.42
18.0,0,0.0,10.22754,12.74784,-3.77232,38.16
18.3,0,0.0,10.06494,11.9511,-3.69102,37.98
18.3,0,0.0,10.048680000000001,11.83728,-3.9024,37.44
18.4,0,0.0,10.2438,12.66654,-3.9024,37.26
18.5,0,0.0,10.37388,12.74784,-3.78858,37.44
18.7,0,0.0,10.35762,12.53646,-3.8211,39.78
18.7,0,0.0,10.39014,11.83728,-3.9024,37.98
18.7,0,0.0,10.0812,12.12996,-3.78858,39.059999999999995
19.0,0,0.0,10.27632,12.4389,-3.72354,36.9
19.1,0,0.0,10.11372,12.4389,-3.88614,35.64
19.3,0,0.0,10.0812,12.53646,-3.9024,39.6
19.3,0,0.0,10.4877,12.53646,-3.83736,38.519999999999996
19.5,0,0.0,10.4877,12.3576,-3.9024,36.72
19.6,0,0.0,10.536480000000001,12.6015,-3.9024,39.059999999999995
19.6,0,0.0,10.22754,12.50394,-3.9024,38.16
19.7,0,0.0,10.27632,12.32508,-3.9024,37.44
19.9,0,0.0,10.52022,12.45516,-3.85362,36.72
20.0,0,0.0,10.19502,12.6015,-3.9024,41.58
20.0,0,0.0,10.43892,12.1137,-3.9024,39.059999999999995
20.0,0,0.0,10.4064,12.82914,-3.8211,38.699999999999996
20.1,0,0.0,10.39014,12.39012,-3.7398000000000002,38.16
20.2,0,0.0,10.45518,12.50394,-3.67476,34.74
20.4,0,0.0,10.22754,12.73158,-3.83736,36.54
20.4,0,0.0,10.17876,12.39012,-3.88614,38.519999999999996
20.5,0,0.0,10.37388,12.58524,-3.6585,38.519999999999996
20.5,0,0.0,10.03242,12.65028,-3.86988,36.18
20.8,0,0.0,10.22754,12.61776,-3.9024,37.08
20.9,0,0.0,10.1625,12.3576,-3.83736,36.0
21.0,0,0.0,10.12998,12.6828,-3.83736,37.8
21.2,0,0.0,10.2438,12.66654,-3.9024,38.519999999999996
21.3,0,0.0,10.26006,12.56898,-3.56094,34.92
21.3,0,0.0,10.30884,11.88606,-3.78858,38.519999999999996
21.3,0,0.0,9.78852,12.04866,-3.72354,37.62
21.4,0,0.0,10.26006,12.2763,-3.69102,36.9
21.6,0,0.0,10.21128,12.42264,-3.9024,35.1
21.7,0,0.0,10.43892,12.63402,-3.9024,36.72
21.7,0,0.0,10.21128,12.66654,-3.9024,37.8
21.8,0,0.0,10.048680000000001,12.58524,-3.70728,37.26
22.0,0,0.0,10.26006,12.6015,-3.88614,36.0
22.1,0,0.0,10.42266,12.87792,-3.9024,36.72
22.2,0,0.0,10.21128,12.56898,-3.9024,36.0
22.2,0,0.0,10.17876,12.3576,-3.9024,38.16
22.3,0,0.0,10.06494,12.58524,-3.9024,39.059999999999995
22.5,0,0.0,9.77226,12.08118,-3.69102,37.08
22.5,0,0.0,10.26006,12.74784,-3.83736,38.339999999999996
22.6,0,0.0,9.64218,12.74784,-3.9024,36.54
22.6,0,0.0,10.01616,12.12996,-3.9024,39.24
22.6,0,0.0,10.11372,12.47142,-3.80484,37.08
22.9,0,0.0,10.12998,12.39012,-3.9024,36.54
22.9,0,0.0,10.27632,12.56898,-3.64224,38.699999999999996
23.1,0,0.0,10.27632,12.6015,-3.77232,37.44
23.2,0,0.0,10.2438,12.71532,-3.9024,38.879999999999995
23.3,0,0.0,10.34136,12.73158,-3.9024,38.16
23.4,0,0.0,10.2438,12.37386,-3.8211,37.8
23.4,0,0.0,9.78852,12.09744,-3.83736,38.699999999999996
23.6,0,0.0,10.27632,12.74784,-3.80484,37.08
23.7,0,0.0,9.9186,12.39012,-3.8211,37.62
23.8,0,0.0,10.14624,12.50394,-3.7398000000000002,38.699999999999996
23.9,0,0.0,10.3251,12.40638,-3.80484,36.18
23.9,0,0.0,10.17876,12.73158,-3.9024,39.059999999999995
24.0,0,0.0,9.804780000000001,11.999880000000001,-3.9024,39.059999999999995
24.1,0,0.0,9.78852,12.6828,-3.9024,38.519999999999996
24.2,0,0.0,10.3251,12.50394,-3.9024,37.44
24.2,0,0.0,10.35762,12.79662,-3.9024,39.059999999999995
24.4,0,0.0,10.3251,12.45516,-3.88614,35.46
24.5,0,0.0,10.34136,12.42264,-3.86988,37.62
24.6,0,0.0,10.30884,12.01614,-3.9024,36.0
25.0,0,0.0,10.52022,12.66654,-3.9024,40.5
25.1,0,0.0,10.27632,12.55272,-3.83736,38.879999999999995
25.2,0,0.0,10.26006,12.50394,-3.80484,37.8
25.3,0,0.0,10.22754,12.74784,-3.9024,39.96
25.4,0,0.0,9.77226,12.6015,-3.64224,37.26
25.5,0,0.0,10.4064,12.01614,-3.9024,38.16
25.5,0,0.0,10.11372,11.90232,-3.9024,38.339999999999996
25.5,0,0.0,10.06494,12.37386,-3.64224,37.62
25.5,0,0.0,10.4064,12.06492,-3.9024,38.519999999999996
25.7,0,0.0,10.03242,12.6015,-3.7398000000000002,39.42
25.7,0,0.0,9.82104,12.58524,-3.9024,37.98
25.8,0,0.0,10.50396,12.69906,-3.77232,38.879999999999995
26.1,0,0.0,10.14624,11.98362,-3.8211,36.36
26.2,0,0.0,10.27632,12.56898,-3.77232,37.44
26.3,0,0.0,10.3251,12.81288,-3.85362,39.059999999999995
26.3,0,0.0,10.34136,12.42264,-3.80484,39.24
26.5,0,0.0,10.45518,12.63402,-3.86988,38.699999999999996
26.5,0,0.0,10.52022,12.01614,-3.83736,36.9
26.5,0,0.0,10.26006,12.61776,-3.83736,37.26
26.8,0,0.0,9.85356,12.53646,-3.8211,38.16
26.8,0,0.0,10.35762,12.04866,-3.64224,38.879999999999995
26.9,0,0.0,10.43892,12.06492,-3.9024,38.699999999999996
27.1,0,0.0,10.39014,12.66654,-3.9024,40.32
27.1,0,0.0,10.21128,12.66654,-3.9024,38.339999999999996
27.2,0,0.0,10.19502,12.06492,-3.80484,39.059999999999995
27.3,0,0.0,10.19502,12.79662,-3.62598,38.879999999999995
27.3,0,0.0,10.292580000000001,12.45516,-3.9024,37.62
27.4,0,0.0,10.34136,12.08118,-3.70728,39.42
